timestart	R0	mean_logL	sim_no
737808.0	1.3	-39.96008282330153	10
737808.0	1.4	-35.489012988005186	10
737808.0	1.5	-33.60001696074738	10
737808.0	1.6	-33.07036734069247	10
737808.0	1.7	-30.84916943205306	10
737808.0	1.8	-30.340193450006673	10
737808.0	1.9	-30.1015590134349	10
737808.0	2.0	-29.72747561889934	10
737808.0	2.1	-29.67594548117622	10
737808.0	2.2	-30.09311200907637	10
737808.0	2.3	-29.942789237516518	10
737808.0	2.4	-29.830799495354523	10
737808.0	2.5	-29.952542782135332	10
737808.0	2.6	-30.294527859467962	10
737808.0	2.7	-30.62955433701969	10
737808.0	2.8	-31.39898992458536	10
737808.0	2.9	-32.12986813568165	10
737808.0	3.0	-33.695684429107025	10
737808.0	3.1	-34.54257403881324	10
737808.0	3.2	-34.387363134677656	10
737808.0	3.3	-36.01489449433146	10
737808.0	3.4	-34.803205908753164	10
737808.0	3.5	-37.83427837128703	10
737808.0	3.6	-37.18528427299208	10
737808.0	3.7	-43.719496475653514	10
737808.0	3.8	-38.87078770305952	10
737808.0	3.9	-49.994240582266876	10
737808.0	4.0	-51.19985857539144	10
737808.0	4.1	-66.76101609255318	10
737808.0	4.2	-46.825012977804946	10
737808.0	4.3	-51.85486993641181	10
737808.0	4.4	-68.97906646031132	10
737808.0	4.5	-63.33199216471123	10
737811.0	1.0		10
737811.0	1.1	-62.971128574995284	10
737811.0	1.2	-46.48653164675763	10
737811.0	1.3	-42.41430262293498	10
737811.0	1.4	-37.566005152147994	10
737811.0	1.5	-33.98125460213936	10
737811.0	1.6	-33.55485903557624	10
737811.0	1.7	-31.445575763849206	10
737811.0	1.8	-30.79641749435366	10
737811.0	1.9	-30.001866714969726	10
737811.0	2.0	-30.012141673480073	10
737811.0	2.1	-29.526109351594158	10
737811.0	2.2	-29.551915362520845	10
737811.0	2.3	-29.833412288646905	10
737811.0	2.4	-29.99370685850161	10
737811.0	2.5	-29.750628659929912	10
737811.0	2.6	-30.302248208371786	10
737811.0	2.7	-30.086072919274677	10
737811.0	2.8	-30.886148067794785	10
737811.0	2.9	-31.518878857297686	10
737811.0	3.0	-31.668496846879247	10
737811.0	3.1	-36.19329267351202	10
737811.0	3.2	-35.15347078733178	10
737811.0	3.3	-32.6041518979785	10
737811.0	3.4	-37.22539434539094	10
737811.0	3.5	-35.59851387757253	10
737811.0	3.6	-35.39666797596596	10
737811.0	3.7	-34.7988379779355	10
737811.0	3.8	-35.64334889823657	10
737811.0	3.9	-36.359655220088406	10
737811.0	4.0	-42.23912801875744	10
737811.0	4.1	-39.38726951456407	10
737811.0	4.2	-43.169488389878744	10
737811.0	4.3	-44.32597819777933	10
737811.0	4.4	-53.573527943055204	10
737811.0	4.5	-58.956118927456735	10
737814.0	1.0		10
737814.0	1.1		10
737814.0	1.2	-50.7069428908696	10
737814.0	1.3	-47.41504187753151	10
737814.0	1.4	-38.00470397932294	10
737814.0	1.5	-35.43339787960385	10
737814.0	1.6	-33.190572394692296	10
737814.0	1.7	-32.03010696499837	10
737814.0	1.8	-30.614760976271054	10
737814.0	1.9	-30.31430890659368	10
737814.0	2.0	-29.597750663020967	10
737814.0	2.1	-29.302317339900128	10
737814.0	2.2	-29.334628673838456	10
737814.0	2.3	-29.465132722681155	10
737814.0	2.4	-29.20426846602039	10
737814.0	2.5	-29.22550848532388	10
737814.0	2.6	-30.325697846898436	10
737814.0	2.7	-29.785988824422326	10
737814.0	2.8	-29.93429096073237	10
737814.0	2.9	-30.953268614416505	10
737814.0	3.0	-30.600120227051356	10
737814.0	3.1	-31.03749934309323	10
737814.0	3.2	-31.182239590054433	10
737814.0	3.3	-31.487262637797993	10
737814.0	3.4	-32.307287904996926	10
737814.0	3.5	-33.30512016744985	10
737814.0	3.6	-34.43375213920571	10
737814.0	3.7	-34.19100967866389	10
737814.0	3.8	-36.71728160898278	10
737814.0	3.9	-35.81738389837495	10
737814.0	4.0	-42.88667042071815	10
737814.0	4.1	-42.31921667339965	10
737814.0	4.2	-43.652828660862596	10
737814.0	4.3	-55.71834312358008	10
737814.0	4.4	-46.22346492714397	10
737814.0	4.5	-59.40900635690217	10
737817.0	1.0		10
737817.0	1.1		10
737817.0	1.2	-58.037700393798616	10
737817.0	1.3	-45.180117549266036	10
737817.0	1.4	-40.776476247540145	10
737817.0	1.5	-37.566521591876594	10
737817.0	1.6	-35.13053914914676	10
737817.0	1.7	-32.14151885759462	10
737817.0	1.8	-31.494615378551725	10
737817.0	1.9	-30.55308038626145	10
737817.0	2.0	-29.867002461527143	10
737817.0	2.1	-29.40191553613669	10
737817.0	2.2	-29.214065736509717	10
737817.0	2.3	-29.157651406078976	10
737817.0	2.4	-29.138946479345282	10
737817.0	2.5	-29.30643436128897	10
737817.0	2.6	-29.24492230878719	10
737817.0	2.7	-29.72876243364904	10
737817.0	2.8	-30.121769324102434	10
737817.0	2.9	-30.366585059331225	10
737817.0	3.0	-30.245686456829247	10
737817.0	3.1	-29.615786132803834	10
737817.0	3.2	-30.53889793869797	10
737817.0	3.3	-31.16961430923015	10
737817.0	3.4	-31.433599713945817	10
737817.0	3.5	-34.894200762053906	10
737817.0	3.6	-38.973090954582105	10
737817.0	3.7	-36.99123240273831	10
737817.0	3.8	-40.83741927840438	10
737817.0	3.9	-37.94642791831324	10
737817.0	4.0	-37.987779969221286	10
737817.0	4.1	-43.14933376352232	10
737817.0	4.2	-43.90413438277466	10
737817.0	4.3	-47.5642075398324	10
737817.0	4.4	-43.528730475415074	10
737817.0	4.5	-45.524208845992845	10
737820.0	1.0		10
737820.0	1.1		10
737820.0	1.2		10
737820.0	1.3	-52.65515741672772	10
737820.0	1.4	-44.094153337049036	10
737820.0	1.5	-38.57284441806704	10
737820.0	1.6	-36.355239716999954	10
737820.0	1.7	-33.601715393513174	10
737820.0	1.8	-31.711053265955606	10
737820.0	1.9	-30.515795177197656	10
737820.0	2.0	-30.088651015288114	10
737820.0	2.1	-29.682467335514435	10
737820.0	2.2	-29.109479466808672	10
737820.0	2.3	-28.946599054345263	10
737820.0	2.4	-28.902315170499225	10
737820.0	2.5	-28.910893281240657	10
737820.0	2.6	-28.924103809672708	10
737820.0	2.7	-29.06240521896023	10
737820.0	2.8	-29.330310067287705	10
737820.0	2.9	-29.145962381090687	10
737820.0	3.0	-30.2951160141405	10
737820.0	3.1	-30.401833359622703	10
737820.0	3.2	-30.37035818466406	10
737820.0	3.3	-31.389425029250468	10
737820.0	3.4	-31.346395624391203	10
737820.0	3.5	-33.61353110816882	10
737820.0	3.6	-35.28337803079734	10
737820.0	3.7	-32.69717924532976	10
737820.0	3.8	-34.100292434563684	10
737820.0	3.9	-36.40906847133132	10
737820.0	4.0	-36.73239662599051	10
737820.0	4.1	-37.991445361535376	10
737820.0	4.2	-40.32569119980012	10
737820.0	4.3	-41.21261042723201	10
737820.0	4.4	-41.944737434897306	10
737820.0	4.5	-48.39717823870921	10
737823.0	1.0		10
737823.0	1.1		10
737823.0	1.2	-71.09509704391309	10
737823.0	1.3	-53.322006822644404	10
737823.0	1.4	-44.742078855878106	10
737823.0	1.5	-46.60791872124435	10
737823.0	1.6	-39.97670369942365	10
737823.0	1.7	-36.04195875418229	10
737823.0	1.8	-33.375666211938395	10
737823.0	1.9	-32.13104484743685	10
737823.0	2.0	-30.589821552640025	10
737823.0	2.1	-29.875040815129893	10
737823.0	2.2	-29.4473341964571	10
737823.0	2.3	-29.09889680128847	10
737823.0	2.4	-29.20546177666059	10
737823.0	2.5	-29.05164381199058	10
737823.0	2.6	-28.913445650789658	10
737823.0	2.7	-29.289030215703463	10
737823.0	2.8	-29.376707327084127	10
737823.0	2.9	-29.437350381069376	10
737823.0	3.0	-29.511992252133734	10
737823.0	3.1	-30.645447322676898	10
737823.0	3.2	-30.34938610289787	10
737823.0	3.3	-30.08954251677062	10
737823.0	3.4	-30.375105806592643	10
737823.0	3.5	-31.637907041623293	10
737823.0	3.6	-32.842869773142844	10
737823.0	3.7	-32.78179408412112	10
737823.0	3.8	-36.43047942009695	10
737823.0	3.9	-32.42389275091655	10
737823.0	4.0	-34.97448107924648	10
737823.0	4.1	-35.34502478141926	10
737823.0	4.2	-39.74245478999445	10
737823.0	4.3	-34.94024005536098	10
737823.0	4.4	-38.18097446212231	10
737823.0	4.5	-38.16270038165452	10
737826.0	1.0		10
737826.0	1.1		10
737826.0	1.2	-71.05309223680447	10
737826.0	1.3		10
737826.0	1.4		10
737826.0	1.5	-47.47263288975639	10
737826.0	1.6	-43.572500755327965	10
737826.0	1.7	-39.28806146731146	10
737826.0	1.8	-37.303832158894835	10
737826.0	1.9	-33.304640793112085	10
737826.0	2.0	-32.05255515619229	10
737826.0	2.1	-31.64829455403234	10
737826.0	2.2	-30.129602385492934	10
737826.0	2.3	-29.73809928866808	10
737826.0	2.4	-29.37562266707327	10
737826.0	2.5	-28.92395365667137	10
737826.0	2.6	-29.083491091968778	10
737826.0	2.7	-28.855624664748312	10
737826.0	2.8	-28.694693403345127	10
737826.0	2.9	-28.809428162567297	10
737826.0	3.0	-29.184369859429047	10
737826.0	3.1	-29.573593508869607	10
737826.0	3.2	-29.804569443454614	10
737826.0	3.3	-29.87134838148275	10
737826.0	3.4	-30.20415469229662	10
737826.0	3.5	-31.85552124427984	10
737826.0	3.6	-30.654968301324722	10
737826.0	3.7	-31.858334500270665	10
737826.0	3.8	-33.079979397117185	10
737826.0	3.9	-34.169846038826506	10
737826.0	4.0	-35.19922310460889	10
737826.0	4.1	-34.29027459237213	10
737826.0	4.2	-35.99304539112785	10
737826.0	4.3	-35.02997567863231	10
737826.0	4.4	-39.05676005420493	10
737826.0	4.5	-40.533375539184796	10
737829.0	1.0		10
737829.0	1.1		10
737829.0	1.2		10
737829.0	1.3		10
737829.0	1.4	-62.08591384867202	10
737829.0	1.5	-53.028936665444704	10
737829.0	1.6	-49.597170574930416	10
737829.0	1.7	-43.73127256483267	10
737829.0	1.8	-40.498193761764696	10
737829.0	1.9	-37.32506851955283	10
737829.0	2.0	-36.38459401598186	10
737829.0	2.1	-34.18422423781696	10
737829.0	2.2	-31.682207224432705	10
737829.0	2.3	-31.02369648418691	10
737829.0	2.4	-30.37629653476016	10
737829.0	2.5	-29.91612900364089	10
737829.0	2.6	-29.524157719397003	10
737829.0	2.7	-29.028277315658094	10
737829.0	2.8	-28.97461793424629	10
737829.0	2.9	-29.15224752532925	10
737829.0	3.0	-28.678198018235697	10
737829.0	3.1	-29.2155838316876	10
737829.0	3.2	-29.362815664310318	10
737829.0	3.3	-29.704137230691572	10
737829.0	3.4	-30.185807450697343	10
737829.0	3.5	-29.914100401467948	10
737829.0	3.6	-29.610450902450985	10
737829.0	3.7	-30.589034604682173	10
737829.0	3.8	-31.355356852091568	10
737829.0	3.9	-32.14275042669256	10
737829.0	4.0	-32.280850038958974	10
737829.0	4.1	-33.94273725424925	10
737829.0	4.2	-33.96662848216997	10
737829.0	4.3	-37.19742301076411	10
737829.0	4.4	-35.67881972742251	10
737829.0	4.5	-35.65948899416635	10
737832.0	1.0		10
737832.0	1.1		10
737832.0	1.2		10
737832.0	1.3		10
737832.0	1.4	-68.97165878705148	10
737832.0	1.5	-66.36711821064848	10
737832.0	1.6	-60.934922778523266	10
737832.0	1.7	-49.19830135153482	10
737832.0	1.8	-44.85444651532369	10
737832.0	1.9	-44.38095078040822	10
737832.0	2.0	-40.89992585256665	10
737832.0	2.1	-38.78212971977002	10
737832.0	2.2	-35.531046231441564	10
737832.0	2.3	-34.58123310711749	10
737832.0	2.4	-32.53263002395606	10
737832.0	2.5	-31.99909029345879	10
737832.0	2.6	-30.993940123689917	10
737832.0	2.7	-30.411646772484254	10
737832.0	2.8	-30.085505966416132	10
737832.0	2.9	-30.124338808937363	10
737832.0	3.0	-29.629179341740496	10
737832.0	3.1	-29.810564417968425	10
737832.0	3.2	-29.51855662569924	10
737832.0	3.3	-29.807892891926304	10
737832.0	3.4	-29.829612120431523	10
737832.0	3.5	-29.934385646497212	10
737832.0	3.6	-29.92317105148669	10
737832.0	3.7	-30.497553924630495	10
737832.0	3.8	-30.571357569965585	10
737832.0	3.9	-31.248188964998104	10
737832.0	4.0	-31.26736830832946	10
737832.0	4.1	-31.228161225326392	10
737832.0	4.2	-32.16312196093274	10
737832.0	4.3	-33.40851107912352	10
737832.0	4.4	-34.949458766477825	10
737832.0	4.5	-35.43881171071266	10
737835.0	1.0		10
737835.0	1.1		10
737835.0	1.2		10
737835.0	1.3		10
737835.0	1.4		10
737835.0	1.5	-72.3345374413221	10
737835.0	1.6		10
737835.0	1.7	-60.09154314412799	10
737835.0	1.8	-57.51232851730977	10
737835.0	1.9	-51.12917363183071	10
737835.0	2.0	-51.147697898102464	10
737835.0	2.1	-44.96460206278633	10
737835.0	2.2	-40.95960426019547	10
737835.0	2.3	-39.568945185723706	10
737835.0	2.4	-37.485945623529076	10
737835.0	2.5	-35.68602417632291	10
737835.0	2.6	-33.679010055215066	10
737835.0	2.7	-32.88075418044772	10
737835.0	2.8	-32.985859468455146	10
737835.0	2.9	-31.480675813251157	10
737835.0	3.0	-31.361337119834314	10
737835.0	3.1	-30.980222720710913	10
737835.0	3.2	-31.155053124370404	10
737835.0	3.3	-30.892835311050256	10
737835.0	3.4	-30.36374903581005	10
737835.0	3.5	-30.501518407466335	10
737835.0	3.6	-30.503181150186983	10
737835.0	3.7	-30.416073804834433	10
737835.0	3.8	-30.412072878293742	10
737835.0	3.9	-30.749541453810927	10
737835.0	4.0	-31.596099751845628	10
737835.0	4.1	-31.321537982779613	10
737835.0	4.2	-31.498174334884858	10
737835.0	4.3	-32.917078865335036	10
737835.0	4.4	-32.290587410838825	10
737835.0	4.5	-32.988464236611534	10
737838.0	1.0		10
737838.0	1.1		10
737838.0	1.2		10
737838.0	1.3		10
737838.0	1.4		10
737838.0	1.5		10
737838.0	1.6		10
737838.0	1.7		10
737838.0	1.8	-64.35810883160664	10
737838.0	1.9	-60.22386278867642	10
737838.0	2.0	-60.54732212858683	10
737838.0	2.1	-59.72057941340019	10
737838.0	2.2	-52.29056792137121	10
737838.0	2.3	-50.054482037818715	10
737838.0	2.4	-44.63830808057138	10
737838.0	2.5	-45.299413082955475	10
737838.0	2.6	-43.65696047476409	10
737838.0	2.7	-40.3912124498209	10
737838.0	2.8	-38.65755560490055	10
737838.0	2.9	-39.18028540119428	10
737838.0	3.0	-36.81728933570004	10
737838.0	3.1	-35.13511167705576	10
737838.0	3.2	-33.981890735602846	10
737838.0	3.3	-33.96441742806301	10
737838.0	3.4	-34.16625817973161	10
737838.0	3.5	-32.694860556213655	10
737838.0	3.6	-32.80628763136215	10
737838.0	3.7	-32.631576279686065	10
737838.0	3.8	-32.191324920132764	10
737838.0	3.9	-32.227612095001724	10
737838.0	4.0	-32.35713466450491	10
737838.0	4.1	-32.64668516608204	10
737838.0	4.2	-32.49536942894938	10
737838.0	4.3	-32.41025908298405	10
737838.0	4.4	-32.308695372271615	10
737838.0	4.5	-32.760994917315486	10
