R0	timestart	mean_logL	sim_no
1.0	-50.0	-14.464700130136412	20
1.0	-48.0	-14.558106809927859	20
1.0	-46.0	-14.541344147201357	20
1.0	-44.0	-14.505747530005346	20
1.0	-42.0	-14.659267062686391	20
1.0	-40.0	-14.401493119978747	20
1.0	-38.0	-14.266925793767708	20
1.0	-36.0	-14.498590594004122	20
1.0	-34.0	-14.4800850457618	20
1.0	-32.0	-14.560099904349261	20
1.0	-30.0	-14.531918513029447	20
1.0	-28.0	-14.398473092014035	20
1.0	-26.0	-14.595414011763543	20
1.0	-24.0	-14.459504529275796	20
1.0	-22.0	-14.573599650884969	20
1.0	-20.0	-14.394091325088931	20
1.0	-18.0	-14.543103333461612	20
1.0	-16.0	-14.518754542472625	20
1.0	-14.0	-14.433594219184451	20
1.0	-12.0	-14.295577248029701	20
1.0	-10.0	-14.428933303541134	20
1.0	-8.0	-14.5520804994695	20
1.0	-6.0	-14.662473059077168	20
1.0	-4.0	-14.829205310087534	20
1.0	-2.0	-14.705392211590828	20
1.0	0.0	-14.788922918493459	20
1.0	2.0	-15.052573294455067	20
1.0	4.0	-15.200533073019045	20
1.0	6.0	-15.083517790626274	20
1.0	8.0	-15.190131179642293	20
1.0	10.0	-15.712962354820196	20
1.0	12.0	-15.802531909557468	20
1.0	14.0	-16.066089906209196	20
1.0	16.0	-17.243675115249598	20
1.0	18.0	-17.733663067928603	20
1.0	20.0		20
1.0	22.0		20
1.0	24.0		20
1.0	26.0		20
1.0	28.0		20
1.0	30.0		20
1.0	32.0		20
1.0	34.0		20
1.0	36.0		20
1.1	-50.0	-14.47845649119527	20
1.1	-48.0	-14.132744715280575	20
1.1	-46.0	-14.171548662098562	20
1.1	-44.0	-14.123676446661651	20
1.1	-42.0	-14.022335008143841	20
1.1	-40.0	-13.930032998077511	20
1.1	-38.0	-13.935463355075669	20
1.1	-36.0	-13.829520215500855	20
1.1	-34.0	-13.988155930999406	20
1.1	-32.0	-13.912774042681994	20
1.1	-30.0	-13.809107307284759	20
1.1	-28.0	-13.760026511536376	20
1.1	-26.0	-13.737718992947785	20
1.1	-24.0	-13.727769494594773	20
1.1	-22.0	-13.620857494486847	20
1.1	-20.0	-13.60570531164954	20
1.1	-18.0	-13.492040879276662	20
1.1	-16.0	-13.62199106773667	20
1.1	-14.0	-13.629978584028379	20
1.1	-12.0	-13.523219623489462	20
1.1	-10.0	-13.621695710401886	20
1.1	-8.0	-13.64864956236725	20
1.1	-6.0	-13.650749030870562	20
1.1	-4.0	-13.731671202458731	20
1.1	-2.0	-13.622831379612672	20
1.1	0.0	-13.767997920581092	20
1.1	2.0	-13.699493390977272	20
1.1	4.0	-14.011517690207882	20
1.1	6.0	-13.94694090751403	20
1.1	8.0	-14.087199315859596	20
1.1	10.0	-14.126320250510977	20
1.1	12.0	-14.423635744206697	20
1.1	14.0	-14.761070395434766	20
1.1	16.0	-15.086364002443295	20
1.1	18.0	-15.642126149313148	20
1.1	20.0	-16.504852151313354	20
1.1	22.0		20
1.1	24.0		20
1.1	26.0		20
1.1	28.0		20
1.1	30.0		20
1.1	32.0		20
1.1	34.0		20
1.1	36.0		20
1.2	-50.0	-14.955122664663643	20
1.2	-48.0	-14.373896563111757	20
1.2	-46.0	-14.36465086090522	20
1.2	-44.0	-14.309037272845192	20
1.2	-42.0	-14.176135055141335	20
1.2	-40.0	-14.040463210037899	20
1.2	-38.0	-14.025652002113166	20
1.2	-36.0	-13.905981785984181	20
1.2	-34.0	-13.8585722453872	20
1.2	-32.0	-13.810627530000247	20
1.2	-30.0	-13.656593496992244	20
1.2	-28.0	-13.55072957348374	20
1.2	-26.0	-13.669427013376358	20
1.2	-24.0	-13.569010405830308	20
1.2	-22.0	-13.409607703473037	20
1.2	-20.0	-13.32406692313765	20
1.2	-18.0	-13.374958094319382	20
1.2	-16.0	-13.290117534253715	20
1.2	-14.0	-13.137917256063721	20
1.2	-12.0	-13.160618505120038	20
1.2	-10.0	-13.091151327460107	20
1.2	-8.0	-13.072959607617952	20
1.2	-6.0	-12.97007791595114	20
1.2	-4.0	-12.961081416232371	20
1.2	-2.0	-12.957096996635523	20
1.2	0.0	-13.058388272188349	20
1.2	2.0	-13.025452163463276	20
1.2	4.0	-13.119599163303144	20
1.2	6.0	-13.197602072839558	20
1.2	8.0	-13.450383715325838	20
1.2	10.0	-13.507132456528845	20
1.2	12.0	-13.72927304044714	20
1.2	14.0	-13.825592615161986	20
1.2	16.0	-14.122038078387709	20
1.2	18.0	-14.525199409987422	20
1.2	20.0	-14.932385408485633	20
1.2	22.0	-16.02585490904146	20
1.2	24.0		20
1.2	26.0		20
1.2	28.0		20
1.2	30.0		20
1.2	32.0		20
1.2	34.0		20
1.2	36.0		20
1.3	-50.0	-15.617089467232606	20
1.3	-48.0	-15.189257226955013	20
1.3	-46.0	-14.900623883250223	20
1.3	-44.0	-15.521363197436452	20
1.3	-42.0	-14.66958913735301	20
1.3	-40.0	-14.707024573688395	20
1.3	-38.0	-14.374692144126175	20
1.3	-36.0	-14.232244552717328	20
1.3	-34.0	-14.36323923571716	20
1.3	-32.0	-14.20451292518205	20
1.3	-30.0	-13.897553104921197	20
1.3	-28.0	-13.849180669418327	20
1.3	-26.0	-13.934678986983755	20
1.3	-24.0	-13.730634864829298	20
1.3	-22.0	-13.604812676204668	20
1.3	-20.0	-13.522264838665382	20
1.3	-18.0	-13.322524306538739	20
1.3	-16.0	-13.13304811392634	20
1.3	-14.0	-13.32198981875157	20
1.3	-12.0	-12.98543592955144	20
1.3	-10.0	-13.011984986347082	20
1.3	-8.0	-12.756892198361655	20
1.3	-6.0	-12.864204331622503	20
1.3	-4.0	-12.646196883744295	20
1.3	-2.0	-12.745407901865665	20
1.3	0.0	-12.569366585679303	20
1.3	2.0	-12.695774138205312	20
1.3	4.0	-12.565749984845251	20
1.3	6.0	-12.745366530299288	20
1.3	8.0	-12.804632528188751	20
1.3	10.0	-12.875373740964596	20
1.3	12.0	-13.032553144038143	20
1.3	14.0	-13.151648693544058	20
1.3	16.0	-13.451406851408114	20
1.3	18.0	-13.749491880720802	20
1.3	20.0	-14.398048838795745	20
1.3	22.0	-14.912754135411609	20
1.3	24.0		20
1.3	26.0		20
1.3	28.0		20
1.3	30.0		20
1.3	32.0		20
1.3	34.0		20
1.3	36.0		20
1.4	-50.0	-19.079287846188162	20
1.4	-48.0	-17.731126273452766	20
1.4	-46.0	-19.198419312051634	20
1.4	-44.0	-16.453913635603207	20
1.4	-42.0	-17.88477499382376	20
1.4	-40.0	-16.05830628731367	20
1.4	-38.0	-15.34833927333988	20
1.4	-36.0	-15.047820491159053	20
1.4	-34.0	-14.779038356584966	20
1.4	-32.0	-14.622994413459054	20
1.4	-30.0	-14.890932899974166	20
1.4	-28.0	-14.82985356002673	20
1.4	-26.0	-14.30611390334661	20
1.4	-24.0	-13.738136514886069	20
1.4	-22.0	-13.883918356997498	20
1.4	-20.0	-13.8412587580352	20
1.4	-18.0	-13.543989829506064	20
1.4	-16.0	-13.445990648554556	20
1.4	-14.0	-13.188511440674862	20
1.4	-12.0	-13.088434710365334	20
1.4	-10.0	-12.995252484276714	20
1.4	-8.0	-12.968668429875672	20
1.4	-6.0	-12.796823291371627	20
1.4	-4.0	-12.664249493395257	20
1.4	-2.0	-12.632184320539022	20
1.4	0.0	-12.519900476106637	20
1.4	2.0	-12.388930973704934	20
1.4	4.0	-12.44995114305283	20
1.4	6.0	-12.419964858435176	20
1.4	8.0	-12.323293882379566	20
1.4	10.0	-12.454881743902577	20
1.4	12.0	-12.559037743617019	20
1.4	14.0	-12.661912101672778	20
1.4	16.0	-12.87314308756975	20
1.4	18.0	-13.095559489257653	20
1.4	20.0	-13.52394360937748	20
1.4	22.0	-14.183245776054497	20
1.4	24.0	-15.203952782227233	20
1.4	26.0		20
1.4	28.0		20
1.4	30.0		20
1.4	32.0		20
1.4	34.0		20
1.4	36.0		20
1.5	-50.0	-26.552499973959232	20
1.5	-48.0	-24.77669700234652	20
1.5	-46.0	-24.223956511386	20
1.5	-44.0	-19.704506498392696	20
1.5	-42.0	-23.118585302918905	20
1.5	-40.0	-19.66940861979017	20
1.5	-38.0	-19.774769086635974	20
1.5	-36.0	-18.101348975805173	20
1.5	-34.0	-17.03089965690127	20
1.5	-32.0	-15.567828658146587	20
1.5	-30.0	-15.838430169755535	20
1.5	-28.0	-15.49141448476623	20
1.5	-26.0	-14.630851407223338	20
1.5	-24.0	-14.573345077763165	20
1.5	-22.0	-14.34503678200457	20
1.5	-20.0	-14.620368958712499	20
1.5	-18.0	-14.014292886223984	20
1.5	-16.0	-13.797306906993365	20
1.5	-14.0	-13.918276259337057	20
1.5	-12.0	-13.247501334859265	20
1.5	-10.0	-13.392078193506544	20
1.5	-8.0	-13.164209139610119	20
1.5	-6.0	-12.95165298976427	20
1.5	-4.0	-12.79597881203895	20
1.5	-2.0	-12.503407923118585	20
1.5	0.0	-12.544046325549584	20
1.5	2.0	-12.399158781661173	20
1.5	4.0	-12.29370250484353	20
1.5	6.0	-12.23702713903706	20
1.5	8.0	-12.083204778008694	20
1.5	10.0	-12.227072876328055	20
1.5	12.0	-12.225827457277386	20
1.5	14.0	-12.20793117920761	20
1.5	16.0	-12.551974897288613	20
1.5	18.0	-12.649556725854895	20
1.5	20.0	-13.036516175305305	20
1.5	22.0	-13.53664698405683	20
1.5	24.0	-14.509061163360252	20
1.5	26.0	-15.841779446512714	20
1.5	28.0		20
1.5	30.0		20
1.5	32.0		20
1.5	34.0		20
1.5	36.0		20
1.6	-50.0	-37.076115785856125	20
1.6	-48.0	-36.913766739674884	20
1.6	-46.0	-30.759394635350326	20
1.6	-44.0	-28.25868919908108	20
1.6	-42.0	-30.111956193325046	20
1.6	-40.0	-27.42007656522628	20
1.6	-38.0	-23.462087135538617	20
1.6	-36.0	-27.746489538321406	20
1.6	-34.0	-17.44611478889997	20
1.6	-32.0	-19.780201758954753	20
1.6	-30.0	-16.865976438336794	20
1.6	-28.0	-17.665686907471592	20
1.6	-26.0	-16.604122483008464	20
1.6	-24.0	-15.269284062295148	20
1.6	-22.0	-15.871213137531665	20
1.6	-20.0	-14.705481783780874	20
1.6	-18.0	-15.042586607476611	20
1.6	-16.0	-14.301296694357552	20
1.6	-14.0	-14.262420207551852	20
1.6	-12.0	-14.201997457125605	20
1.6	-10.0	-13.474238674154824	20
1.6	-8.0	-13.364242897404216	20
1.6	-6.0	-13.224232028612983	20
1.6	-4.0	-12.919103142110192	20
1.6	-2.0	-12.764567600125915	20
1.6	0.0	-12.587351654461184	20
1.6	2.0	-12.367762276342688	20
1.6	4.0	-12.277922875223062	20
1.6	6.0	-12.127253050593271	20
1.6	8.0	-12.110047645314824	20
1.6	10.0	-11.945438745611344	20
1.6	12.0	-11.920670960316421	20
1.6	14.0	-11.938743963756178	20
1.6	16.0	-12.100844919683551	20
1.6	18.0	-12.23194923720217	20
1.6	20.0	-12.610286067615196	20
1.6	22.0	-12.963627828417554	20
1.6	24.0	-13.764864687509208	20
1.6	26.0	-14.691843209132927	20
1.6	28.0		20
1.6	30.0		20
1.6	32.0		20
1.6	34.0		20
1.6	36.0		20
1.7	-50.0	-42.59332998006398	20
1.7	-48.0	-46.69657724673398	20
1.7	-46.0	-44.003185334837426	20
1.7	-44.0	-35.21561740444257	20
1.7	-42.0	-39.112437864429225	20
1.7	-40.0	-31.05416453320665	20
1.7	-38.0	-29.952063425945994	20
1.7	-36.0	-33.77545980570795	20
1.7	-34.0	-23.55604901652722	20
1.7	-32.0	-23.47746434010842	20
1.7	-30.0	-21.372625610301373	20
1.7	-28.0	-21.067518248528796	20
1.7	-26.0	-18.790224290094905	20
1.7	-24.0	-18.47195136983911	20
1.7	-22.0	-16.942559374057616	20
1.7	-20.0	-16.068707316796598	20
1.7	-18.0	-15.50187688447276	20
1.7	-16.0	-15.181269410513135	20
1.7	-14.0	-14.611391628869788	20
1.7	-12.0	-14.58879863650347	20
1.7	-10.0	-14.107860408695416	20
1.7	-8.0	-14.020991485165144	20
1.7	-6.0	-13.309291342533191	20
1.7	-4.0	-13.200665526469146	20
1.7	-2.0	-12.857403740445733	20
1.7	0.0	-12.855055465428654	20
1.7	2.0	-12.560340885498118	20
1.7	4.0	-12.382941758113603	20
1.7	6.0	-12.105580461316041	20
1.7	8.0	-12.048677334952131	20
1.7	10.0	-11.920444250176137	20
1.7	12.0	-11.806114557188938	20
1.7	14.0	-11.82791731138004	20
1.7	16.0	-11.812018094504612	20
1.7	18.0	-12.070240610649174	20
1.7	20.0	-12.371980760428784	20
1.7	22.0	-12.659495625868223	20
1.7	24.0	-13.295527612453487	20
1.7	26.0	-14.655401618972274	20
1.7	28.0	-16.327622585729486	20
1.7	30.0		20
1.7	32.0		20
1.7	34.0		20
1.7	36.0		20
1.8	-50.0	-60.27603663773941	20
1.8	-48.0	-59.38365570440307	20
1.8	-46.0	-48.712760421694256	20
1.8	-44.0	-51.06086365610505	20
1.8	-42.0	-48.57527277775806	20
1.8	-40.0	-40.64971508466773	20
1.8	-38.0	-39.464306746426544	20
1.8	-36.0	-37.90113821951561	20
1.8	-34.0	-31.91391777341827	20
1.8	-32.0	-30.858808553847677	20
1.8	-30.0	-28.67210847835957	20
1.8	-28.0	-25.91569776079975	20
1.8	-26.0	-24.13375633612935	20
1.8	-24.0	-20.827091326911958	20
1.8	-22.0	-19.01258337190714	20
1.8	-20.0	-18.19792176396577	20
1.8	-18.0	-17.586944503064963	20
1.8	-16.0	-17.138484720940294	20
1.8	-14.0	-15.278952336807606	20
1.8	-12.0	-15.3563933481725	20
1.8	-10.0	-14.440748118408465	20
1.8	-8.0	-14.156107874774552	20
1.8	-6.0	-14.085161610075257	20
1.8	-4.0	-13.385306927233767	20
1.8	-2.0	-13.316135392825936	20
1.8	0.0	-13.10859627212983	20
1.8	2.0	-12.708744318290186	20
1.8	4.0	-12.484066445134282	20
1.8	6.0	-12.18757168155851	20
1.8	8.0	-12.12216892514942	20
1.8	10.0	-11.913907518758254	20
1.8	12.0	-11.75096898670815	20
1.8	14.0	-11.756576462503899	20
1.8	16.0	-11.661307595169614	20
1.8	18.0	-11.766953158021261	20
1.8	20.0	-11.924508379461104	20
1.8	22.0	-12.255525914827105	20
1.8	24.0	-12.796872606163186	20
1.8	26.0	-13.912717014840402	20
1.8	28.0		20
1.8	30.0		20
1.8	32.0		20
1.8	34.0		20
1.8	36.0		20
1.9	-50.0	-70.59388063503336	20
1.9	-48.0	-62.71676779145288	20
1.9	-46.0	-59.265876536818425	20
1.9	-44.0	-54.28569611183538	20
1.9	-42.0	-55.10365453284042	20
1.9	-40.0	-44.91485716903068	20
1.9	-38.0	-47.49019849664598	20
1.9	-36.0	-44.689477769102055	20
1.9	-34.0	-42.31577084869899	20
1.9	-32.0	-32.70498262667054	20
1.9	-30.0	-33.18238119954576	20
1.9	-28.0	-29.681634756993827	20
1.9	-26.0	-30.959842954379873	20
1.9	-24.0	-25.98882639076769	20
1.9	-22.0	-19.73550165858575	20
1.9	-20.0	-19.76242448780356	20
1.9	-18.0	-21.313104916909573	20
1.9	-16.0	-17.888286910086066	20
1.9	-14.0	-17.706555123440673	20
1.9	-12.0	-16.074475152191738	20
1.9	-10.0	-15.373903761942241	20
1.9	-8.0	-15.963491266541189	20
1.9	-6.0	-14.274249017513966	20
1.9	-4.0	-13.810276887505776	20
1.9	-2.0	-13.508103959337863	20
1.9	0.0	-13.602946209739802	20
1.9	2.0	-13.062762905550633	20
1.9	4.0	-12.870146068808896	20
1.9	6.0	-12.469751183008961	20
1.9	8.0	-12.177087560324937	20
1.9	10.0	-11.940307618194407	20
1.9	12.0	-11.707289723663695	20
1.9	14.0	-11.694437564283774	20
1.9	16.0	-11.576075670438886	20
1.9	18.0	-11.607030487761687	20
1.9	20.0	-11.749254604600633	20
1.9	22.0	-11.986933216087234	20
1.9	24.0	-12.501305659695337	20
1.9	26.0	-13.515487102759716	20
1.9	28.0	-15.56768820325976	20
1.9	30.0		20
1.9	32.0		20
1.9	34.0		20
1.9	36.0		20
2.0	-50.0	-71.80230863665474	20
2.0	-48.0	-68.70912137339698	20
2.0	-46.0	-67.92710890403825	20
2.0	-44.0	-60.53102752565235	20
2.0	-42.0	-60.30826699341539	20
2.0	-40.0	-55.61374183161739	20
2.0	-38.0	-49.78039228990991	20
2.0	-36.0	-48.44492055701613	20
2.0	-34.0	-47.02772709455324	20
2.0	-32.0	-43.63391453108192	20
2.0	-30.0	-40.18616641474125	20
2.0	-28.0	-33.051268313431876	20
2.0	-26.0	-35.75402810939078	20
2.0	-24.0	-32.18309228200741	20
2.0	-22.0	-28.968159363813964	20
2.0	-20.0	-24.42795470438518	20
2.0	-18.0	-23.048523207998407	20
2.0	-16.0	-22.768401988662752	20
2.0	-14.0	-22.589973735625772	20
2.0	-12.0	-17.94059277870354	20
2.0	-10.0	-18.180614249771878	20
2.0	-8.0	-16.134476053039744	20
2.0	-6.0	-16.305006782637356	20
2.0	-4.0	-14.696314345439529	20
2.0	-2.0	-14.45593950190771	20
2.0	0.0	-13.764536047970017	20
2.0	2.0	-13.554411326914494	20
2.0	4.0	-12.991273721777446	20
2.0	6.0	-12.670100785592101	20
2.0	8.0	-12.447654489722307	20
2.0	10.0	-12.09658328321078	20
2.0	12.0	-11.934821829423734	20
2.0	14.0	-11.67270203516701	20
2.0	16.0	-11.519353644955459	20
2.0	18.0	-11.483419595437097	20
2.0	20.0	-11.573492837321528	20
2.0	22.0	-11.900428437493542	20
2.0	24.0	-12.294517559523108	20
2.0	26.0	-13.119530277683177	20
2.0	28.0	-14.42695589948533	20
2.0	30.0		20
2.0	32.0		20
2.0	34.0		20
2.0	36.0		20
2.1	-50.0	-71.8305537415944	20
2.1	-48.0	-70.64922681499924	20
2.1	-46.0	-67.34212304000548	20
2.1	-44.0	-68.05698884115228	20
2.1	-42.0	-63.651580377284894	20
2.1	-40.0	-60.98917556096732	20
2.1	-38.0	-55.58061588352825	20
2.1	-36.0	-58.66130821577275	20
2.1	-34.0	-47.94035753881185	20
2.1	-32.0	-48.459347704806085	20
2.1	-30.0	-44.84727455463806	20
2.1	-28.0	-36.71380495247421	20
2.1	-26.0	-40.77270220322667	20
2.1	-24.0	-33.21903557361888	20
2.1	-22.0	-34.15479532416942	20
2.1	-20.0	-32.747309030652865	20
2.1	-18.0	-28.96036154516675	20
2.1	-16.0	-25.732603720055398	20
2.1	-14.0	-22.239796592431393	20
2.1	-12.0	-20.76085746290797	20
2.1	-10.0	-18.55307317396618	20
2.1	-8.0	-17.568267804726606	20
2.1	-6.0	-16.264451379515503	20
2.1	-4.0	-16.126049809770798	20
2.1	-2.0	-14.53515822891732	20
2.1	0.0	-13.927652351045168	20
2.1	2.0	-13.521493512120415	20
2.1	4.0	-13.258762415758545	20
2.1	6.0	-12.915652923301446	20
2.1	8.0	-12.671430394835985	20
2.1	10.0	-12.272466682847856	20
2.1	12.0	-12.088557090365827	20
2.1	14.0	-11.699181552927511	20
2.1	16.0	-11.564318482199544	20
2.1	18.0	-11.484388170605033	20
2.1	20.0	-11.51137494991217	20
2.1	22.0	-11.643279387276912	20
2.1	24.0	-12.058749583814878	20
2.1	26.0	-12.732377008190964	20
2.1	28.0	-14.470225055392849	20
2.1	30.0		20
2.1	32.0		20
2.1	34.0		20
2.1	36.0		20
2.2	-50.0	-68.5607521524831	20
2.2	-48.0	-70.00679746330177	20
2.2	-46.0	-70.4038496145322	20
2.2	-44.0	-69.01601320977583	20
2.2	-42.0	-64.72727013657365	20
2.2	-40.0	-63.22086140504806	20
2.2	-38.0	-56.738103312743874	20
2.2	-36.0	-59.49406407689867	20
2.2	-34.0	-54.025917386597754	20
2.2	-32.0	-56.51020653744193	20
2.2	-30.0	-50.68484491670521	20
2.2	-28.0	-45.81222173485109	20
2.2	-26.0	-40.284738701189205	20
2.2	-24.0	-44.17414385025412	20
2.2	-22.0	-40.69270415589252	20
2.2	-20.0	-33.409323944230216	20
2.2	-18.0	-29.039253534044548	20
2.2	-16.0	-30.0183250569393	20
2.2	-14.0	-25.870223150793283	20
2.2	-12.0	-23.38405617060269	20
2.2	-10.0	-20.017832004359626	20
2.2	-8.0	-16.721684723948524	20
2.2	-6.0	-16.64912636878585	20
2.2	-4.0	-15.734085621986386	20
2.2	-2.0	-15.976779070224865	20
2.2	0.0	-14.680083277135875	20
2.2	2.0	-14.292178918145172	20
2.2	4.0	-13.601216819241278	20
2.2	6.0	-13.326957328095745	20
2.2	8.0	-12.80113293272486	20
2.2	10.0	-12.587977900990262	20
2.2	12.0	-12.13039402503873	20
2.2	14.0	-11.78776229643149	20
2.2	16.0	-11.58475479324779	20
2.2	18.0	-11.454611815484068	20
2.2	20.0	-11.390260778861855	20
2.2	22.0	-11.528540530634427	20
2.2	24.0	-11.805960829490763	20
2.2	26.0	-12.558142283871941	20
2.2	28.0	-13.827938772330066	20
2.2	30.0		20
2.2	32.0		20
2.2	34.0		20
2.2	36.0		20
2.3	-50.0	-64.11877558368363	20
2.3	-48.0	-66.14317510848348	20
2.3	-46.0	-67.6547942935449	20
2.3	-44.0	-64.3009909993904	20
2.3	-42.0	-65.6240110104657	20
2.3	-40.0	-66.21265946156397	20
2.3	-38.0	-59.42504797081515	20
2.3	-36.0	-61.2895968469678	20
2.3	-34.0	-54.40292503149567	20
2.3	-32.0	-55.98150648031109	20
2.3	-30.0	-51.46414461518442	20
2.3	-28.0	-51.67348210563948	20
2.3	-26.0	-46.417320813509775	20
2.3	-24.0	-40.60286685059183	20
2.3	-22.0	-40.947882035034965	20
2.3	-20.0	-41.02632987431734	20
2.3	-18.0	-36.389560806336696	20
2.3	-16.0	-32.146318067819465	20
2.3	-14.0	-30.078424869680525	20
2.3	-12.0	-25.340270406203487	20
2.3	-10.0	-23.533833762661764	20
2.3	-8.0	-20.1236850940302	20
2.3	-6.0	-16.872023146437144	20
2.3	-4.0	-19.0804703438311	20
2.3	-2.0	-16.513798169246733	20
2.3	0.0	-15.911960846567926	20
2.3	2.0	-14.207051947669365	20
2.3	4.0	-14.03271109791493	20
2.3	6.0	-13.584043427442248	20
2.3	8.0	-13.016111122834314	20
2.3	10.0	-12.786690670184013	20
2.3	12.0	-12.393224354679175	20
2.3	14.0	-12.063069219981086	20
2.3	16.0	-11.686616265795895	20
2.3	18.0	-11.412448992880904	20
2.3	20.0	-11.408842426726242	20
2.3	22.0	-11.442115431518651	20
2.3	24.0	-11.66579351515578	20
2.3	26.0	-12.383131103203244	20
2.3	28.0	-13.434876962121013	20
2.3	30.0		20
2.3	32.0		20
2.3	34.0		20
2.3	36.0		20
2.4	-50.0		20
2.4	-48.0		20
2.4	-46.0	-62.44453637162078	20
2.4	-44.0	-61.70953208991297	20
2.4	-42.0	-60.4766255178424	20
2.4	-40.0	-61.9832404578151	20
2.4	-38.0	-61.16588615245299	20
2.4	-36.0	-61.437176493150744	20
2.4	-34.0	-57.249796228779395	20
2.4	-32.0	-55.61172504243261	20
2.4	-30.0	-57.4501466362028	20
2.4	-28.0	-54.71232191578197	20
2.4	-26.0	-51.36659235647488	20
2.4	-24.0	-48.384295687462846	20
2.4	-22.0	-43.54363419345984	20
2.4	-20.0	-43.59369393570638	20
2.4	-18.0	-35.984371938881104	20
2.4	-16.0	-34.09863895768889	20
2.4	-14.0	-26.820206081844777	20
2.4	-12.0	-29.52807246735898	20
