R0	timestart	mean_logL	sim_no
2.4	-10.0	-23.178050563232457	20
2.4	-8.0	-22.990899695150304	20
2.4	-6.0	-21.68495195378209	20
2.4	-4.0	-18.23951278121593	20
2.4	-2.0	-17.91584786374742	20
2.4	0.0	-16.366385020064293	20
2.4	2.0	-14.788335394475103	20
2.4	4.0	-14.327984769872064	20
2.4	6.0	-13.871269007843953	20
2.4	8.0	-13.454854756967967	20
2.4	10.0	-13.004532341314095	20
2.4	12.0	-12.481072157726718	20
2.4	14.0	-12.151046779113972	20
2.4	16.0	-11.781406941894105	20
2.4	18.0	-11.504339919474202	20
2.4	20.0	-11.410790619338785	20
2.4	22.0	-11.37871483652887	20
2.4	24.0	-11.624132249678649	20
2.4	26.0	-12.131330110934622	20
2.4	28.0	-13.33129152158396	20
2.4	30.0		20
2.4	32.0		20
2.4	34.0		20
2.4	36.0		20
2.5	-50.0		20
2.5	-48.0		20
2.5	-46.0		20
2.5	-44.0		20
2.5	-42.0	-58.832239078141086	20
2.5	-40.0	-59.54341726477819	20
2.5	-38.0	-61.63915920648925	20
2.5	-36.0	-61.61273328030641	20
2.5	-34.0	-58.64261399665055	20
2.5	-32.0	-58.80353127776622	20
2.5	-30.0	-55.55699533735394	20
2.5	-28.0	-53.2143483654854	20
2.5	-26.0	-52.659673923955005	20
2.5	-24.0	-46.70650336564067	20
2.5	-22.0	-43.570758086089704	20
2.5	-20.0	-43.73708300281423	20
2.5	-18.0	-42.238204273856404	20
2.5	-16.0	-37.58291340629934	20
2.5	-14.0	-33.80193549396032	20
2.5	-12.0	-33.227492194927684	20
2.5	-10.0	-30.042779771038624	20
2.5	-8.0	-25.096941797246593	20
2.5	-6.0	-20.94047757319003	20
2.5	-4.0	-20.416920240120213	20
2.5	-2.0	-18.967060939432905	20
2.5	0.0	-17.634751941567785	20
2.5	2.0	-15.305863097163286	20
2.5	4.0	-14.832159968263785	20
2.5	6.0	-14.400084401036832	20
2.5	8.0	-14.083993283566818	20
2.5	10.0	-13.336968978545206	20
2.5	12.0	-12.727833080240435	20
2.5	14.0	-12.302030544448632	20
2.5	16.0	-11.992838410455812	20
2.5	18.0	-11.616535850588932	20
2.5	20.0	-11.402342034568237	20
2.5	22.0	-11.369154088022194	20
2.5	24.0	-11.475237360310286	20
2.5	26.0	-11.942828386000574	20
2.5	28.0	-13.203828738379652	20
2.5	30.0		20
2.5	32.0		20
2.5	34.0		20
2.5	36.0		20
2.6	-50.0		20
2.6	-48.0		20
2.6	-46.0		20
2.6	-44.0		20
2.6	-42.0		20
2.6	-40.0		20
2.6	-38.0	-57.589542351429635	20
2.6	-36.0	-56.9809897127465	20
2.6	-34.0	-57.47352940760341	20
2.6	-32.0	-57.45083496112708	20
2.6	-30.0	-57.024460680833215	20
2.6	-28.0	-55.965998961350444	20
2.6	-26.0	-50.11227431120988	20
2.6	-24.0	-51.73766251122339	20
2.6	-22.0	-48.738703718599254	20
2.6	-20.0	-45.34099619924932	20
2.6	-18.0	-42.902287400119775	20
2.6	-16.0	-39.98842644387628	20
2.6	-14.0	-36.384537167404	20
2.6	-12.0	-35.95337041490125	20
2.6	-10.0	-32.91981361588866	20
2.6	-8.0	-27.33115334421131	20
2.6	-6.0	-24.133119713683044	20
2.6	-4.0	-22.605090296025836	20
2.6	-2.0	-20.244568192491197	20
2.6	0.0	-18.73336776931663	20
2.6	2.0	-16.05962939833709	20
2.6	4.0	-15.624212072453625	20
2.6	6.0	-14.750537094909529	20
2.6	8.0	-13.827711152155391	20
2.6	10.0	-13.363014001459593	20
2.6	12.0	-12.798746678793362	20
2.6	14.0	-12.675213907449837	20
2.6	16.0	-12.09897798656478	20
2.6	18.0	-11.774502726614973	20
2.6	20.0	-11.45347671582931	20
2.6	22.0	-11.397122375322962	20
2.6	24.0	-11.428718300387107	20
2.6	26.0	-11.834136927766153	20
2.6	28.0	-12.798852478409092	20
2.6	30.0		20
2.6	32.0		20
2.6	34.0		20
2.6	36.0		20
2.7	-50.0		20
2.7	-48.0		20
2.7	-46.0		20
2.7	-44.0		20
2.7	-42.0		20
2.7	-40.0		20
2.7	-38.0	-54.80874964993414	20
2.7	-36.0	-54.29802844277377	20
2.7	-34.0	-54.598921420637645	20
2.7	-32.0	-54.169956070851626	20
2.7	-30.0	-53.95183188106294	20
2.7	-28.0	-53.68436714649856	20
2.7	-26.0	-53.876389029676474	20
2.7	-24.0	-50.20132977166169	20
2.7	-22.0	-47.20821024492672	20
2.7	-20.0	-48.270182649577244	20
2.7	-18.0	-43.23068507850576	20
2.7	-16.0	-44.39481276466808	20
2.7	-14.0	-39.720488884426764	20
2.7	-12.0	-33.976946603871845	20
2.7	-10.0	-33.85124476481858	20
2.7	-8.0	-28.888310521486158	20
2.7	-6.0	-25.633296865667546	20
2.7	-4.0	-24.64332272494555	20
2.7	-2.0	-20.672898079068506	20
2.7	0.0	-19.327061035773013	20
2.7	2.0	-17.607075216050667	20
2.7	4.0	-17.28993277884709	20
2.7	6.0	-15.132627861568462	20
2.7	8.0	-14.644743471391376	20
2.7	10.0	-13.908790406244165	20
2.7	12.0	-13.205461382590304	20
2.7	14.0	-12.78932975225226	20
2.7	16.0	-12.241231981463184	20
2.7	18.0	-11.912900940317972	20
2.7	20.0	-11.522846137951374	20
2.7	22.0	-11.3715519666692	20
2.7	24.0	-11.341983967996516	20
2.7	26.0	-11.731622850534979	20
2.7	28.0	-12.661520685899633	20
2.7	30.0		20
2.7	32.0		20
2.7	34.0		20
2.7	36.0		20
2.8	-50.0		20
2.8	-48.0		20
2.8	-46.0		20
2.8	-44.0		20
2.8	-42.0		20
2.8	-40.0		20
2.8	-38.0		20
2.8	-36.0		20
2.8	-34.0	-53.15244451499008	20
2.8	-32.0	-53.38206989748471	20
2.8	-30.0	-52.92469448911919	20
2.8	-28.0	-54.205276569852614	20
2.8	-26.0	-52.30727482039653	20
2.8	-24.0	-51.556423222997466	20
2.8	-22.0	-49.142701494312014	20
2.8	-20.0	-49.48664096523848	20
2.8	-18.0	-47.68130791622815	20
2.8	-16.0	-42.10635344991878	20
2.8	-14.0	-41.47553762442711	20
2.8	-12.0	-39.94358696268754	20
2.8	-10.0	-38.496221379943165	20
2.8	-8.0	-34.2910237254574	20
2.8	-6.0	-30.91067648252922	20
2.8	-4.0	-27.140121125687806	20
2.8	-2.0	-21.644752728611287	20
2.8	0.0	-21.049359944849996	20
2.8	2.0	-18.536269372587164	20
2.8	4.0	-16.759228049773025	20
2.8	6.0	-15.701677753945935	20
2.8	8.0	-14.359713622705573	20
2.8	10.0	-14.473102670994185	20
2.8	12.0	-13.401077201812834	20
2.8	14.0	-13.007614994442168	20
2.8	16.0	-12.589743124374257	20
2.8	18.0	-12.023713183918831	20
2.8	20.0	-11.597341402237381	20
2.8	22.0	-11.385546842143587	20
2.8	24.0	-11.3265373154427	20
2.8	26.0	-11.678055886602351	20
2.8	28.0	-12.491307210248241	20
2.8	30.0	-14.859176472127738	20
2.8	32.0		20
2.8	34.0		20
2.8	36.0		20
2.9	-50.0		20
2.9	-48.0		20
2.9	-46.0		20
2.9	-44.0		20
2.9	-42.0		20
2.9	-40.0		20
2.9	-38.0		20
2.9	-36.0		20
2.9	-34.0		20
2.9	-32.0	-51.0816079925806	20
2.9	-30.0	-49.69350316054386	20
2.9	-28.0	-51.75975771981642	20
2.9	-26.0	-51.00235869005172	20
2.9	-24.0	-49.88233237358859	20
2.9	-22.0	-48.62050795515225	20
2.9	-20.0	-48.42705177971088	20
2.9	-18.0	-45.993710634317964	20
2.9	-16.0	-44.73214033170965	20
2.9	-14.0	-41.763793098031655	20
2.9	-12.0	-42.95415946449786	20
2.9	-10.0	-38.03206681220125	20
2.9	-8.0	-30.596414143555943	20
2.9	-6.0	-31.736717694886323	20
2.9	-4.0	-27.549332536872896	20
2.9	-2.0	-24.03570754162903	20
2.9	0.0	-22.076503490923667	20
2.9	2.0	-19.74550466108813	20
2.9	4.0	-17.30627876856386	20
2.9	6.0	-15.804919814044244	20
2.9	8.0	-15.01428251253862	20
2.9	10.0	-14.794569805598272	20
2.9	12.0	-13.975655220262656	20
2.9	14.0	-13.38083628268438	20
2.9	16.0	-12.677884511223471	20
2.9	18.0	-12.175990753207513	20
2.9	20.0	-11.733444483018562	20
2.9	22.0	-11.442607994519083	20
2.9	24.0	-11.347996359761936	20
2.9	26.0	-11.482787022263285	20
2.9	28.0	-12.342478741691814	20
2.9	30.0	-14.506856512205706	20
2.9	32.0		20
2.9	34.0		20
2.9	36.0		20
3.0	-50.0		20
3.0	-48.0		20
3.0	-46.0		20
3.0	-44.0		20
3.0	-42.0		20
3.0	-40.0		20
3.0	-38.0		20
3.0	-36.0		20
3.0	-34.0		20
3.0	-32.0		20
3.0	-30.0	-48.73968388288522	20
3.0	-28.0	-48.70634880455835	20
3.0	-26.0	-49.73914366081637	20
3.0	-24.0	-48.792532732173306	20
3.0	-22.0	-49.273502280561175	20
3.0	-20.0	-45.72950534692354	20
3.0	-18.0	-47.02066445514619	20
3.0	-16.0	-43.89107072237104	20
3.0	-14.0	-43.17660252508931	20
3.0	-12.0	-39.77300537714104	20
3.0	-10.0	-37.63724291687817	20
3.0	-8.0	-34.63034271670178	20
3.0	-6.0	-35.42593562581449	20
3.0	-4.0	-29.554234809343377	20
3.0	-2.0	-25.971560066507333	20
3.0	0.0	-25.873798043203628	20
3.0	2.0	-20.025263245651598	20
3.0	4.0	-18.327324855433748	20
3.0	6.0	-16.85357899619988	20
3.0	8.0	-15.960607401873142	20
3.0	10.0	-14.935729856121947	20
3.0	12.0	-14.309845718129031	20
3.0	14.0	-13.420765183950271	20
3.0	16.0	-12.806898665208612	20
3.0	18.0	-12.336541824805625	20
3.0	20.0	-11.907261365432365	20
3.0	22.0	-11.525811754687268	20
3.0	24.0	-11.381047529354607	20
3.0	26.0	-11.564887255143457	20
3.0	28.0	-12.244102864090053	20
3.0	30.0	-14.53266955316683	20
3.0	32.0		20
3.0	34.0		20
3.0	36.0		20
3.1	-50.0		20
3.1	-48.0		20
3.1	-46.0		20
3.1	-44.0		20
3.1	-42.0		20
3.1	-40.0		20
3.1	-38.0		20
3.1	-36.0		20
3.1	-34.0		20
3.1	-32.0		20
3.1	-30.0		20
3.1	-28.0		20
3.1	-26.0	-47.50573381587775	20
3.1	-24.0	-48.10400806771419	20
3.1	-22.0	-47.338158459876816	20
3.1	-20.0	-47.52328241988937	20
3.1	-18.0	-46.164241118303224	20
3.1	-16.0	-44.94358898079806	20
3.1	-14.0	-40.28403523199148	20
3.1	-12.0	-37.5008736572247	20
3.1	-10.0	-38.19055830939523	20
3.1	-8.0	-39.047127986632766	20
3.1	-6.0	-33.80229651593485	20
3.1	-4.0	-30.94827500572193	20
3.1	-2.0	-25.749755890865522	20
3.1	0.0	-26.641668400602224	20
3.1	2.0	-20.943953392608087	20
3.1	4.0	-20.40357794467417	20
3.1	6.0	-16.6836998754242	20
3.1	8.0	-16.544698228224817	20
3.1	10.0	-14.734177850261242	20
3.1	12.0	-14.237981796696298	20
3.1	14.0	-13.759186623627844	20
3.1	16.0	-12.976187418102374	20
3.1	18.0	-12.5163040629151	20
3.1	20.0	-12.022084022948613	20
3.1	22.0	-11.643489971971775	20
3.1	24.0	-11.356098773007377	20
3.1	26.0	-11.467799592392122	20
3.1	28.0	-12.142328164524828	20
3.1	30.0	-14.28976662660339	20
3.1	32.0		20
3.1	34.0		20
3.1	36.0		20
3.2	-50.0		20
3.2	-48.0		20
3.2	-46.0		20
3.2	-44.0		20
3.2	-42.0		20
3.2	-40.0		20
3.2	-38.0		20
3.2	-36.0		20
3.2	-34.0		20
3.2	-32.0		20
3.2	-30.0		20
3.2	-28.0		20
3.2	-26.0	-46.70411822900098	20
3.2	-24.0	-46.174040354549646	20
3.2	-22.0	-46.73286364800976	20
3.2	-20.0	-45.611183090017924	20
3.2	-18.0	-45.893490164860985	20
3.2	-16.0	-45.05362993658285	20
3.2	-14.0	-43.889597339083664	20
3.2	-12.0	-40.96675436979644	20
3.2	-10.0	-37.65112224284068	20
3.2	-8.0	-35.1465971041797	20
3.2	-6.0	-35.80285263199427	20
3.2	-4.0	-32.35441534590633	20
3.2	-2.0	-31.14238220643066	20
3.2	0.0	-29.346541229461348	20
3.2	2.0	-22.856403181651114	20
3.2	4.0	-21.139861960171743	20
3.2	6.0	-17.451093055367757	20
3.2	8.0	-17.01351008161584	20
3.2	10.0	-15.41716669830837	20
3.2	12.0	-14.63196284973522	20
3.2	14.0	-13.915850061242628	20
3.2	16.0	-13.30627924707763	20
3.2	18.0	-12.669596682223249	20
3.2	20.0	-12.151133422094382	20
3.2	22.0	-11.736808564835695	20
3.2	24.0	-11.443647395721605	20
3.2	26.0	-11.418163526245745	20
3.2	28.0	-12.156492874953589	20
3.2	30.0	-14.339849152551611	20
3.2	32.0		20
3.2	34.0		20
3.2	36.0		20
3.3	-50.0		20
3.3	-48.0		20
3.3	-46.0		20
3.3	-44.0		20
3.3	-42.0		20
3.3	-40.0		20
3.3	-38.0		20
3.3	-36.0		20
3.3	-34.0		20
3.3	-32.0		20
3.3	-30.0		20
3.3	-28.0		20
3.3	-26.0		20
3.3	-24.0	-45.231205330558794	20
3.3	-22.0	-44.64006112381888	20
3.3	-20.0	-44.332403240172894	20
3.3	-18.0	-43.81142349395333	20
3.3	-16.0	-43.41525987336356	20
3.3	-14.0	-43.80838862528024	20
3.3	-12.0	-40.12306222664718	20
3.3	-10.0	-39.8160132956658	20
3.3	-8.0	-38.95140348810248	20
3.3	-6.0	-37.881490072098245	20
3.3	-4.0	-35.022124392869046	20
3.3	-2.0	-31.65341802521411	20
3.3	0.0	-28.01397287095353	20
3.3	2.0	-26.94363059544559	20
3.3	4.0	-21.939390774914603	20
3.3	6.0	-20.993045702274458	20
3.3	8.0	-18.43377125012045	20
3.3	10.0	-16.479112249753445	20
3.3	12.0	-14.757738331020636	20
3.3	14.0	-14.161278170716841	20
3.3	16.0	-13.497677321318136	20
3.3	18.0	-12.946246260326083	20
3.3	20.0	-12.229016312924402	20
3.3	22.0	-11.797291883789256	20
3.3	24.0	-11.47584964614364	20
3.3	26.0	-11.47826043497889	20
3.3	28.0	-11.926206619336725	20
3.3	30.0	-13.873465504007587	20
3.3	32.0		20
3.3	34.0		20
3.3	36.0		20
3.4	-50.0		20
3.4	-48.0		20
3.4	-46.0		20
3.4	-44.0		20
3.4	-42.0		20
3.4	-40.0		20
3.4	-38.0		20
3.4	-36.0		20
3.4	-34.0		20
3.4	-32.0		20
3.4	-30.0		20
3.4	-28.0		20
3.4	-26.0		20
3.4	-24.0	-44.569830247215506	20
3.4	-22.0	-44.5079703072606	20
3.4	-20.0	-43.92985228713043	20
3.4	-18.0	-43.558280531991386	20
3.4	-16.0	-42.97346050259046	20
3.4	-14.0	-42.10916325809751	20
3.4	-12.0	-42.17544864383243	20
3.4	-10.0	-41.4650869126711	20
3.4	-8.0	-40.1858906531272	20
3.4	-6.0	-36.654861025857386	20
3.4	-4.0	-33.53572793622247	20
3.4	-2.0	-30.127206825492713	20
3.4	0.0	-29.17458588909009	20
3.4	2.0	-27.471031037389857	20
3.4	4.0	-22.711013234243854	20
3.4	6.0	-20.768298614124426	20
3.4	8.0	-18.976014010572293	20
3.4	10.0	-16.392873580074596	20
3.4	12.0	-15.615167851823992	20
3.4	14.0	-14.793015240889144	20
3.4	16.0	-13.942067953708564	20
3.4	18.0	-12.901048049828294	20
3.4	20.0	-12.412274126221657	20
3.4	22.0	-11.964169022525045	20
3.4	24.0	-11.56201239789981	20
3.4	26.0	-11.506969566470831	20
3.4	28.0	-11.894497264298348	20
3.4	30.0	-13.536413269550991	20
3.4	32.0		20
3.4	34.0		20
3.4	36.0		20
3.5	-50.0		20
3.5	-48.0		20
3.5	-46.0		20
3.5	-44.0		20
3.5	-42.0		20
3.5	-40.0		20
3.5	-38.0		20
3.5	-36.0		20
3.5	-34.0		20
3.5	-32.0		20
3.5	-30.0		20
3.5	-28.0		20
3.5	-26.0		20
3.5	-24.0		20
3.5	-22.0	-44.047075008814296	20
3.5	-20.0	-43.107017895466996	20
3.5	-18.0	-43.214554751253516	20
3.5	-16.0	-42.4043949640288	20
3.5	-14.0	-40.44304610278578	20
3.5	-12.0	-40.835259844957314	20
3.5	-10.0	-40.58263576465345	20
3.5	-8.0	-38.29327089918858	20
3.5	-6.0	-37.1383255604516	20
3.5	-4.0	-35.04786126939657	20
3.5	-2.0	-31.764876005088286	20
3.5	0.0	-29.585406767867006	20
3.5	2.0	-26.172776571922032	20
3.5	4.0	-24.696975592922026	20
3.5	6.0	-20.945621658017817	20
3.5	8.0	-18.93735264046435	20
3.5	10.0	-16.973251915824385	20
3.5	12.0	-15.28169926567497	20
3.5	14.0	-15.05772665933878	20
3.5	16.0	-14.195912795842094	20
3.5	18.0	-13.275274614594263	20
3.5	20.0	-12.499182069892075	20
3.5	22.0	-12.130656953588328	20
3.5	24.0	-11.611112168538408	20
3.5	26.0	-11.443681818409889	20
3.5	28.0	-11.878402296863992	20
3.5	30.0	-13.532816349457827	20
3.5	32.0		20
3.5	34.0		20
3.5	36.0		20
3.6	-50.0		20
3.6	-48.0		20
3.6	-46.0		20
3.6	-44.0		20
3.6	-42.0		20
3.6	-40.0		20
3.6	-38.0		20
3.6	-36.0		20
3.6	-34.0		20
3.6	-32.0		20
3.6	-30.0		20
3.6	-28.0		20
3.6	-26.0		20
3.6	-24.0		20
3.6	-22.0		20
3.6	-20.0	-41.876611919564525	20
3.6	-18.0	-42.03497424361733	20
3.6	-16.0	-42.20413340540611	20
3.6	-14.0	-41.71721083231348	20
3.6	-12.0	-41.35248120896681	20
3.6	-10.0	-39.96140318173073	20
3.6	-8.0	-39.09029352588246	20
3.6	-6.0	-34.8897711694817	20
3.6	-4.0	-34.004690536929026	20
3.6	-2.0	-34.278723324781694	20
3.6	0.0	-27.37063075339425	20
3.6	2.0	-26.13106898161696	20
3.6	4.0	-23.732516751276073	20
3.6	6.0	-20.987710722688902	20
3.6	8.0	-19.405489940724436	20
3.6	10.0	-17.085070181743582	20
3.6	12.0	-15.979680440239548	20
3.6	14.0	-15.099759698145439	20
3.6	16.0	-14.49864286819045	20
3.6	18.0	-13.41596366034502	20
3.6	20.0	-12.872261502235537	20
3.6	22.0	-12.23178871596799	20
3.6	24.0	-11.657050424457802	20
3.6	26.0	-11.515717146182364	20
3.6	28.0	-11.839991810197105	20
3.6	30.0	-13.376603580391503	20
3.6	32.0		20
3.6	34.0		20
3.6	36.0		20
3.7	-50.0		20
3.7	-48.0		20
3.7	-46.0		20
3.7	-44.0		20
3.7	-42.0		20
3.7	-40.0		20
3.7	-38.0		20
3.7	-36.0		20
3.7	-34.0		20
3.7	-32.0		20
3.7	-30.0		20
3.7	-28.0		20
3.7	-26.0		20
3.7	-24.0		20
3.7	-22.0		20
3.7	-20.0	-42.09538648932084	20
3.7	-18.0	-41.1052300573932	20
3.7	-16.0	-41.37631458598057	20
3.7	-14.0	-40.31292610661484	20
3.7	-12.0	-39.74174860978791	20
3.7	-10.0	-39.38026087259473	20
3.7	-8.0	-37.62116300601677	20
3.7	-6.0	-36.78924748789426	20
3.7	-4.0	-35.561524816338554	20
3.7	-2.0	-33.95437467424206	20
3.7	0.0	-31.665368229549404	20
3.7	2.0	-28.12963110774025	20
3.7	4.0	-24.898350981301288	20
3.7	6.0	-22.177850226848165	20
3.7	8.0	-18.988865350083298	20
3.7	10.0	-20.40757972536325	20
3.7	12.0	-17.532519214642033	20
3.7	14.0	-15.197925039774594	20
3.7	16.0	-14.582139338103588	20
3.7	18.0	-13.83625672822653	20
3.7	20.0	-12.903142639622686	20
3.7	22.0	-12.392244218237535	20
3.7	24.0	-11.769928345548836	20
3.7	26.0	-11.550900323300374	20
3.7	28.0	-11.81047193552958	20
3.7	30.0	-13.30492922101196	20
3.7	32.0		20
3.7	34.0		20
3.7	36.0		20
3.8	-50.0		20
3.8	-48.0		20
3.8	-46.0		20
3.8	-44.0		20
3.8	-42.0		20
3.8	-40.0		20
3.8	-38.0		20
3.8	-36.0		20
3.8	-34.0		20
3.8	-32.0		20
3.8	-30.0		20
3.8	-28.0		20
3.8	-26.0		20
3.8	-24.0		20
3.8	-22.0		20
3.8	-20.0		20
3.8	-18.0	-40.30660140622242	20
3.8	-16.0	-39.76468912805052	20
3.8	-14.0	-39.2842902797659	20
3.8	-12.0	-39.51169186660711	20
3.8	-10.0	-37.90378706253985	20
3.8	-8.0	-38.224935894492134	20
3.8	-6.0	-37.34503416712718	20
3.8	-4.0	-33.98163179060061	20
3.8	-2.0	-31.745664433183094	20
3.8	0.0	-32.66893575711593	20
3.8	2.0	-29.437097436882716	20
3.8	4.0	-26.724806310624302	20
3.8	6.0	-22.58556845976336	20
3.8	8.0	-21.095731636138275	20
3.8	10.0	-18.783041652226334	20
3.8	12.0	-16.855391555051547	20
3.8	14.0	-15.325834166362174	20
3.8	16.0	-15.045411485916517	20
3.8	18.0	-13.980042370738559	20
3.8	20.0	-13.204106265916232	20
3.8	22.0	-12.507395616590676	20
3.8	24.0	-11.86437683499178	20
3.8	26.0	-11.613198904982246	20
3.8	28.0	-11.775448709428321	20
3.8	30.0	-13.201341286298046	20
3.8	32.0		20
3.8	34.0		20
3.8	36.0		20
3.9	-50.0		20
3.9	-48.0		20
3.9	-46.0		20
3.9	-44.0		20
3.9	-42.0		20
3.9	-40.0		20
3.9	-38.0		20
3.9	-36.0		20
3.9	-34.0		20
3.9	-32.0		20
3.9	-30.0		20
3.9	-28.0		20
3.9	-26.0		20
3.9	-24.0		20
3.9	-22.0		20
3.9	-20.0		20
3.9	-18.0		20
3.9	-16.0	-40.693921330363246	20
3.9	-14.0	-38.87883210924333	20
3.9	-12.0	-38.709984479043825	20
3.9	-10.0	-38.830852196269205	20
3.9	-8.0	-38.4854125622711	20
3.9	-6.0	-35.703847796853346	20
3.9	-4.0	-36.06533955348395	20
3.9	-2.0	-32.12985121402026	20
3.9	0.0	-31.84660886896246	20
3.9	2.0	-28.940734727984005	20
3.9	4.0	-27.700322328337798	20
3.9	6.0	-23.50395474430821	20
3.9	8.0	-20.36372544578318	20
3.9	10.0	-20.368848189722833	20
3.9	12.0	-17.747295300168194	20
3.9	14.0	-15.589948989975602	20
3.9	16.0	-14.82956837679895	20
3.9	18.0	-13.754514100066611	20
3.9	20.0	-13.266554838710615	20
3.9	22.0	-12.635781619893383	20
3.9	24.0	-12.039803512762251	20
3.9	26.0	-11.661029919368598	20
3.9	28.0	-11.785170603729899	20
3.9	30.0	-13.2416452671951	20
3.9	32.0		20
3.9	34.0		20
3.9	36.0		20
4.0	-50.0		20
4.0	-48.0		20
4.0	-46.0		20
4.0	-44.0		20
4.0	-42.0		20
4.0	-40.0		20
4.0	-38.0		20
4.0	-36.0		20
4.0	-34.0		20
4.0	-32.0		20
4.0	-30.0		20
4.0	-28.0		20
4.0	-26.0		20
4.0	-24.0		20
4.0	-22.0		20
4.0	-20.0		20
4.0	-18.0		20
4.0	-16.0	-39.08451344848176	20
4.0	-14.0	-38.50484714481477	20
4.0	-12.0	-38.41054142954519	20
4.0	-10.0	-38.178109455905826	20
4.0	-8.0	-37.532911364359364	20
4.0	-6.0	-36.34613771149495	20
4.0	-4.0	-34.617826715616474	20
4.0	-2.0	-34.52337422412562	20
4.0	0.0	-32.51658701114858	20
4.0	2.0	-29.882293908172706	20
4.0	4.0	-27.392929038666683	20
4.0	6.0	-25.479286636139484	20
4.0	8.0	-23.05461211953027	20
4.0	10.0	-20.164811661382352	20
4.0	12.0	-17.58644054620405	20
4.0	14.0	-16.46586303454631	20
4.0	16.0	-14.685408485888251	20
4.0	18.0	-14.223132173911182	20
4.0	20.0	-13.527990230987587	20
4.0	22.0	-12.86781127251598	20
4.0	24.0	-12.104879819804509	20
4.0	26.0	-11.691788438725457	20
4.0	28.0	-11.84743963480671	20
4.0	30.0	-13.094761724055584	20
4.0	32.0		20
4.0	34.0		20
4.0	36.0		20
4.1	-50.0		20
4.1	-48.0		20
4.1	-46.0		20
4.1	-44.0		20
4.1	-42.0		20
4.1	-40.0		20
4.1	-38.0		20
4.1	-36.0		20
4.1	-34.0		20
4.1	-32.0		20
4.1	-30.0		20
4.1	-28.0		20
4.1	-26.0		20
4.1	-24.0		20
4.1	-22.0		20
4.1	-20.0		20
